date,produto_cat,uf_cat,vendas,faturamento
2023-02-20,79,1,110,103340.93
2023-02-27,79,1,0,1512.55
2023-04-24,79,1,21,19714.37
2023-05-08,79,1,45,41293.72
2023-05-29,79,1,120,110604.12
2023-09-18,79,1,100,95855.78
2023-11-27,79,1,76,67447.14
2024-01-22,79,1,35,31293.21
2024-02-26,79,1,80,72426.78
2024-04-15,79,1,85,81250.0
2024-04-22,79,1,40,37805.92
2024-07-22,79,1,50,51165.17
2024-08-26,79,1,30,30705.64
2024-09-16,79,1,120,119354.88
2024-10-21,79,1,30,31032.58
2024-11-18,79,1,70,73229.41
2024-09-23,79,2,1,1950.0
2020-06-08,79,5,1,1305.0
2020-10-05,79,5,1,1192.0
2022-07-25,79,5,1,1389.0
2024-07-01,79,5,2,2778.0
2024-08-05,79,6,1,1700.0
2020-01-20,80,2,5,5625.0
2020-07-13,80,2,2,2870.0
2020-07-20,80,2,1,1455.0
2020-07-27,80,2,1,1630.0
2020-08-31,80,2,10,13000.0
2020-09-21,80,2,4,6000.0
2020-10-19,80,2,2,3120.0
2020-11-02,80,2,5,7350.0
2021-01-18,80,2,2,3290.0
2021-06-28,80,2,9,12935.0
2021-07-26,80,2,5,7220.0
2021-08-09,80,2,8,11680.0
2021-08-30,80,2,17,25726.0
2021-10-11,80,2,3,5100.0
2021-11-22,80,2,6,10180.0
2021-11-29,80,2,5,7390.0
2021-12-13,80,2,1,1700.0
2022-01-24,80,2,1,1700.0
2022-07-04,80,2,1,1700.0
2022-11-14,80,2,9,15450.0
2022-12-26,80,2,16,24330.0
2023-01-23,80,2,1,1780.0
2023-02-27,80,2,1,1750.0
2023-03-20,80,2,1,1730.0
2023-03-27,80,2,5,8050.0
2023-04-24,80,2,5,8710.0
2023-05-01,80,2,2,3500.0
2023-05-08,80,2,3,5280.0
2023-05-15,80,2,2,3500.0
2023-07-24,80,2,1,1790.0
2023-08-21,80,2,3,5290.0
2023-09-11,80,2,1,1790.0
2023-09-25,80,2,7,10480.0
2023-10-09,80,2,1,1775.0
2023-11-06,80,2,1,1750.0
2023-12-04,80,2,3,4746.0
2023-12-11,80,2,1,1750.0
2024-01-01,80,2,1,1750.0
2024-01-22,80,2,1,1750.0
2024-01-29,80,2,1,1750.0
2024-02-05,80,2,4,6214.0
2024-02-12,80,2,1,1720.0
2024-02-19,80,2,1,1720.0
2024-02-26,80,2,7,10486.0
2024-03-04,80,2,2,3440.0
2024-03-18,80,2,1,1720.0
2024-03-25,80,2,1,1720.0
2024-04-22,80,2,6,9462.0
2024-04-29,80,2,1,1720.0
2024-06-03,80,2,4,5992.0
2024-06-24,80,2,10,14980.0
2024-07-01,80,2,3,5070.0
2024-09-16,80,2,1,1700.0
2024-09-30,80,2,1,1690.0
2024-10-07,80,2,7,10665.6
2024-10-14,80,2,4,5992.0
2024-11-11,80,2,1,1650.0
2021-01-18,80,3,1,1698.0
2022-06-27,80,3,1,1699.0
2022-11-07,80,3,7,11038.0
2022-11-21,80,3,1,1698.0
2023-05-15,80,3,1,1699.0
2023-07-24,80,3,2,3542.0
2023-08-28,80,3,1,1790.0
2023-09-04,80,3,1,1699.0
2024-02-05,80,3,2,3398.0
2024-04-08,80,3,2,3730.0
2024-07-08,80,3,2,3398.0
2024-09-23,80,3,1,1868.0
2024-10-07,80,3,1,1865.0
2020-03-09,80,4,1,1250.0
2020-03-16,80,4,1,1250.0
2020-12-21,80,4,1,1698.0
2021-03-22,80,4,1,1698.0
2021-07-26,80,4,2,3396.0
2021-10-04,80,4,1,1698.0
2023-03-06,80,4,1,1865.0
2023-03-27,80,4,3,5461.0
2023-04-24,80,4,1,1865.0
2023-05-15,80,4,1,1865.0
2023-05-22,80,4,3,5595.0
2023-07-10,80,4,1,1865.0
2023-07-31,80,4,1,1865.0
2023-10-09,80,4,2,3730.0
2024-01-15,80,4,1,1865.0
2024-07-15,80,4,2,3730.0
2020-06-29,80,5,1,1560.0
2020-09-21,80,5,2,2808.0
2020-11-30,80,5,1,1560.0
2021-01-25,80,5,1,1615.0
2021-03-22,80,5,1,1482.0
2021-04-26,80,5,1,1698.0
2021-07-19,80,5,2,3164.0
2021-11-08,80,5,1,1528.0
2022-11-07,80,5,5,8405.0
2023-02-06,80,5,2,3396.0
2023-05-22,80,5,4,6392.0
2023-07-31,80,5,1,1698.0
2023-08-21,80,5,4,6392.0
2023-10-09,80,5,1,2126.0
2023-10-23,80,5,4,6493.0
2023-11-20,80,5,1,1865.0
2024-07-29,80,5,1,1771.75
2024-08-19,80,5,1,1865.0
2024-12-02,80,5,2,3542.0
2024-12-16,80,5,2,3542.0
2020-02-03,80,6,3,3450.0
2020-03-09,80,6,13,14750.0
2020-06-22,80,6,10,13490.0
2020-08-17,80,6,1,1482.0
2020-08-31,80,6,1,1560.0
2020-11-16,80,6,1,1560.0
2020-11-23,80,6,10,13490.0
2020-12-07,80,6,1,1560.0
2020-12-21,80,6,1,1528.0
2021-01-25,80,6,8,11000.0
2021-03-22,80,6,3,4350.0
2021-04-12,80,6,1,1698.0
2021-06-14,80,6,21,31118.0
2021-08-23,80,6,1,1698.0
2021-08-30,80,6,8,11768.0
2021-10-04,80,6,2,2942.0
2021-11-08,80,6,10,15280.0
2021-11-15,80,6,7,10696.0
2022-06-13,80,6,5,7640.0
2022-06-27,80,6,6,9168.0
2022-07-18,80,6,4,6796.0
2022-11-14,80,6,16,25978.0
2022-12-26,80,6,3,5094.0
2023-01-23,80,6,2,3572.0
2023-02-27,80,6,5,8490.0
2023-03-27,80,6,1,1699.0
2023-09-04,80,6,2,3740.0
2023-09-11,80,6,15,22470.0
2023-09-18,80,6,1,1865.0
2023-10-09,80,6,9,13482.0
2024-01-08,80,6,1,1865.0
2024-02-12,80,6,1,1699.0
2024-04-01,80,6,1,1870.0
2024-04-15,80,6,2,3740.0
2024-06-10,80,6,1,1865.0
2024-06-24,80,6,1,1865.0
2024-08-19,80,6,1,1865.0
2024-11-25,80,6,1,1865.0
2020-08-03,81,2,3,2160.0
2021-01-18,81,2,1,975.0
2021-03-22,81,2,3,2640.0
2021-04-05,81,2,3,2640.0
2021-04-12,81,2,2,1760.0
2021-08-09,81,2,10,9035.0
2021-11-15,81,2,3,3330.0
2021-11-22,81,2,7,7450.0
2022-06-27,81,2,5,4927.5
2022-07-04,81,2,9,9210.0
2022-07-18,81,2,2,2200.0
2022-07-25,81,2,1,1050.0
2022-08-15,81,2,8,8280.0
2022-08-22,81,2,1,1100.0
2022-10-17,81,2,3,3150.0
2022-10-31,81,2,2,2200.0
2022-11-14,81,2,1,1100.0
2022-12-26,81,2,9,8930.0
2023-01-02,81,2,1,1140.0
2023-01-30,81,2,1,1090.0
2023-02-06,81,2,1,1090.0
2023-03-06,81,2,2,2190.0
2023-04-03,81,2,3,3300.0
2023-04-17,81,2,2,2200.0
2023-09-11,81,2,3,3380.0
2023-09-18,81,2,3,3300.0
2023-09-25,81,2,2,2200.0
2023-10-30,81,2,1,1100.0
2023-11-06,81,2,2,2200.0
2023-12-18,81,2,3,3300.0
2024-04-08,81,2,1,1100.0
2024-06-24,81,2,2,2040.0
2024-09-09,81,2,1,1100.0
2024-10-07,81,2,5,5257.45
2024-10-14,81,2,1,1100.0
2024-11-25,81,2,1,1100.0
2021-01-18,81,3,1,975.0
2021-05-03,81,3,1,976.0
2021-11-08,81,3,2,2220.0
2021-04-26,81,4,1,926.0
2021-05-03,81,4,2,1760.0
2021-08-30,81,4,1,975.0
2022-07-25,81,4,1,1095.0
2022-08-15,81,4,1,1079.0
2022-10-03,81,4,3,3270.0
2022-12-12,81,4,1,959.0
2022-12-19,81,4,2,2198.0
2023-01-09,81,4,2,2198.0
2023-01-30,81,4,3,3447.0
2023-05-08,81,4,1,1155.0
2023-08-28,81,4,2,2278.0
2024-01-15,81,4,2,2196.0
2024-04-01,81,4,2,2278.0
2024-09-09,81,4,1,1095.0
2024-10-14,81,4,2,2190.0
2024-11-11,81,4,1,1099.0
2021-10-04,81,5,1,1110.0
2022-06-27,81,5,2,2190.0
2022-10-10,81,5,2,2120.0
2023-05-29,81,5,1,1099.0
2024-04-29,81,5,1,1100.0
2024-05-06,81,5,1,1100.0
2024-08-19,81,5,1,1095.0
2020-04-13,81,6,1,897.0
2021-01-11,81,6,2,1794.0
2021-11-15,81,6,4,4329.0
2022-06-27,81,6,3,3285.0
2024-05-06,81,6,1,1199.0
2023-03-13,82,1,110,83617.94
2023-04-24,82,1,96,70682.21
2023-05-29,82,1,100,72287.8
2020-09-14,82,2,3,2160.0
2021-05-31,82,2,6,4680.0
2021-06-28,82,2,8,6240.0
2021-08-02,82,2,1,980.0
2021-08-09,82,2,4,3620.0
2021-10-11,82,2,1,1110.0
2021-11-15,82,2,3,3270.0
2021-11-22,82,2,19,18520.0
2021-12-13,82,2,4,4120.0
2022-01-31,82,2,2,2100.0
2022-03-14,82,2,1,1050.0
2022-06-20,82,2,5,5170.0
2022-06-27,82,2,2,2096.08
2022-07-04,82,2,4,4200.0
2022-07-25,82,2,10,10374.119999999999
2022-08-01,82,2,1,1050.0
2022-08-15,82,2,8,8475.0
2022-10-03,82,2,1,1100.0
2023-03-20,82,2,2,2200.0
2023-09-04,82,2,3,3399.0
2023-09-18,82,2,3,3300.0
2023-09-25,82,2,2,2200.0
2023-11-06,82,2,1,1100.0
2023-11-20,82,2,1,1140.0
2024-01-22,82,2,2,2160.0
2024-01-29,82,2,2,2200.0
2024-02-05,82,2,2,2200.0
2024-04-08,82,2,3,3300.0
2024-04-15,82,2,3,3300.0
2024-06-24,82,2,5,5340.0
2024-07-15,82,2,1,1050.0
2024-07-22,82,2,1,1080.0
2024-08-19,82,2,1,1080.0
2024-09-30,82,2,1,1100.0
2024-10-07,82,2,1,1080.0
2024-10-14,82,2,2,2040.0
2024-10-28,82,2,2,2200.0
2024-11-11,82,2,1,1100.0
2024-11-18,82,2,1,1100.0
2021-05-24,82,3,1,975.0
2021-11-08,82,3,2,2220.0
2021-12-06,82,3,2,2100.0
2021-06-21,82,4,3,2928.0
2023-03-13,82,4,3,3465.0
2023-08-21,82,4,2,2310.0
2023-08-28,82,4,4,4556.0
2024-01-08,82,4,2,2196.0
2024-04-01,82,4,3,3376.0
2024-09-09,82,4,2,2190.0
2024-10-14,82,4,1,1095.0
2020-02-10,82,5,2,1616.0
2021-10-04,82,5,1,1110.0
2021-12-06,82,5,1,1090.0
2022-06-13,82,5,2,2180.0
2022-07-25,82,5,2,2170.0
2022-09-05,82,5,1,1095.0
2023-11-20,82,5,1,1098.0
2024-02-26,82,5,1,1095.0
2024-04-01,82,5,1,1085.0
2024-05-20,82,5,1,1085.0
2024-09-23,82,5,1,1085.0
2024-10-28,82,5,1,1085.0
2021-11-15,82,6,1,981.0
2021-11-22,82,6,3,3270.0
2021-11-29,82,6,2,2180.0
2021-12-06,82,6,4,4360.0
2022-01-03,82,6,2,2180.0
2022-06-27,82,6,1,1090.0
2022-07-04,82,6,1,1095.0
2024-06-03,82,6,1,1200.0
2024-12-02,82,6,1,1234.05
2023-04-24,83,1,10,14973.55
2023-05-08,83,1,49,71718.02
2023-07-31,83,1,5,7913.87
2023-08-28,83,1,68,96873.91
2023-09-18,83,1,30,45387.73
2023-11-06,83,1,10,18613.98
2023-11-27,83,1,36,50958.11
2024-01-22,83,1,40,57043.09
2024-02-26,83,1,67,96748.65
2024-04-15,83,1,55,83854.82
2024-04-22,83,1,32,48240.380000000005
2022-09-12,83,4,2,5198.0
2023-05-08,83,4,2,4394.0
2023-05-22,83,4,1,2815.0
2023-10-02,83,4,2,5630.0
2023-10-16,83,4,1,2815.0
2023-11-20,83,4,1,2815.0
2024-04-29,83,4,1,2815.0
2022-08-22,83,5,1,2559.0
2022-08-29,83,5,5,12795.0
2023-07-31,83,5,2,5118.0
2024-08-05,83,5,1,2815.0
2024-08-19,83,5,1,2815.0
2022-08-08,83,6,1,2559.15
2023-05-22,83,6,2,5198.0
2023-07-17,83,6,3,8013.0
2023-10-09,83,6,1,2540.0
2024-04-01,83,6,1,2599.0
2024-05-06,83,6,1,2599.0
2024-07-29,83,6,6,16194.0
2024-09-09,83,6,1,2815.07
2024-11-25,83,6,1,2674.0
2023-02-20,84,1,33,53533.25
2023-02-27,84,1,0,549.47
2023-08-28,84,1,11,19681.25
2023-09-18,84,1,14,22391.28
2023-11-06,84,1,10,18613.98
2023-11-27,84,1,8,14222.07
2024-02-26,84,1,3,5440.68
2024-04-15,84,1,3,5744.45
2024-04-22,84,1,3,5679.94
2024-09-16,84,1,15,29886.36
2020-03-16,84,2,5,9000.0
2020-04-20,84,2,5,8775.0
2020-07-13,84,2,3,6486.0
2020-07-27,84,2,1,2300.0
2020-08-03,84,2,5,10575.0
2020-08-31,84,2,15,26325.0
2020-09-21,84,2,3,6690.0
2020-09-28,84,2,5,8855.0
2020-10-05,84,2,1,2350.0
2020-12-07,84,2,2,3510.0
2021-01-25,84,2,5,11500.0
2021-04-26,84,2,10,23040.0
2021-08-30,84,2,7,15820.0
2021-10-04,84,2,28,62077.0
2021-10-11,84,2,8,17610.0
2021-11-22,84,2,6,15340.0
2021-11-29,84,2,2,4606.0
2021-12-20,84,2,1,2550.0
2022-01-03,84,2,1,2400.0
2022-01-10,84,2,1,2430.0
2022-02-21,84,2,1,2310.0
2022-02-28,84,2,1,2550.0
2022-06-13,84,2,1,2559.0
2022-06-20,84,2,15,37015.0
2022-07-04,84,2,1,2550.0
2022-07-18,84,2,1,2559.0
2022-07-25,84,2,14,33059.0
2022-10-24,84,2,5,14000.0
2022-12-19,84,2,2,4900.0
2022-12-26,84,2,1,2300.0
2023-01-16,84,2,1,2650.0
2023-01-30,84,2,2,5325.0
2023-02-06,84,2,1,2660.0
2023-02-13,84,2,7,17450.0
2023-02-20,84,2,9,22570.0
2023-03-13,84,2,2,5380.0
2023-04-10,84,2,1,2650.0
2023-04-24,84,2,2,5380.0
2023-05-08,84,2,3,8010.0
2023-05-15,84,2,2,5500.0
2023-05-29,84,2,1,2730.0
2023-06-05,84,2,2,5350.0
2023-06-12,84,2,1,2680.0
2023-06-19,84,2,1,2650.0
2023-08-14,84,2,1,2750.0
2023-08-28,84,2,1,2750.0
2023-09-04,84,2,1,2650.0
2023-09-11,84,2,1,2675.0
2023-09-18,84,2,1,2252.0
2023-09-25,84,2,17,40481.0
2023-10-02,84,2,2,5300.0
2023-10-16,84,2,2,5400.0
2023-10-23,84,2,1,2750.0
2023-11-06,84,2,1,2750.0
2023-11-27,84,2,1,2650.0
2023-12-04,84,2,7,15764.0
2023-12-18,84,2,1,2750.0
2024-01-15,84,2,1,2600.0
2024-01-22,84,2,2,5440.0
2024-01-29,84,2,2,5470.0
2024-02-05,84,2,4,9008.0
2024-02-12,84,2,2,5300.0
2024-02-19,84,2,2,5440.0
2024-02-26,84,2,3,6756.0
2024-03-04,84,2,4,10860.0
2024-03-11,84,2,2,5400.0
2024-03-25,84,2,2,5440.0
2024-04-22,84,2,3,7154.0
2024-05-06,84,2,1,2750.0
2024-05-20,84,2,1,2700.0
2024-06-03,84,2,6,13980.0
2024-06-24,84,2,5,11260.0
2024-07-08,84,2,1,2750.0
2024-07-15,84,2,4,10630.0
2024-07-22,84,2,1,2650.0
2024-08-19,84,2,1,2750.0
2024-09-16,84,2,4,9306.0
2024-10-07,84,2,3,7178.25
2024-10-14,84,2,3,6756.0
2024-10-28,84,2,2,5400.0
2024-11-04,84,2,2,5300.0
2024-11-11,84,2,1,2750.0
2024-11-18,84,2,9,20268.0
2024-11-25,84,2,1,2252.0
2024-12-02,84,2,1,2750.0
2024-12-16,84,2,1,2720.0
2021-10-18,84,3,1,2559.0
2022-01-10,84,3,2,4989.0
2022-06-13,84,3,2,5118.0
2022-08-22,84,3,2,4796.0
2023-04-10,84,3,2,5130.0
2024-02-12,84,3,1,2815.0
2024-02-26,84,3,1,2700.0
2020-11-23,84,4,1,2350.0
2021-04-26,84,4,2,5118.0
2021-10-04,84,4,3,7718.0
2021-11-22,84,4,2,5118.0
2021-11-29,84,4,2,5118.0
2022-10-10,84,4,1,2765.0
2022-12-12,84,4,1,2252.0
2023-02-13,84,4,1,2815.0
2023-05-08,84,4,3,6591.0
2023-05-22,84,4,3,8445.0
2023-07-10,84,4,1,2815.0
2023-10-02,84,4,1,2815.0
2023-11-06,84,4,3,8163.5
2024-04-15,84,4,1,2815.0
2024-06-10,84,4,2,5630.0
2024-09-02,84,4,10,23920.0
2024-11-11,84,4,2,5630.0
2020-02-10,84,5,1,1950.0
2020-04-06,84,5,5,9255.0
2020-08-24,84,5,1,2350.0
2020-09-21,84,5,6,12330.0
2021-01-25,84,5,1,2303.24
2021-04-26,84,5,2,5118.0
2021-08-30,84,5,19,45258.7
2021-10-04,84,5,4,10236.0
2021-11-08,84,5,5,12795.0
2021-11-22,84,5,1,2559.0
2021-12-06,84,5,1,2559.0
2022-06-13,84,5,4,10236.0
2022-07-25,84,5,4,10236.0
2022-08-08,84,5,1,2559.0
2022-10-10,84,5,1,2559.0
2022-10-24,84,5,2,5596.0
2022-11-14,84,5,7,17913.0
2023-10-09,84,5,1,3209.0
2023-11-06,84,5,1,2815.0
2023-11-13,84,5,11,22520.0
2023-11-20,84,5,1,2815.0
2023-12-04,84,5,2,5630.0
2024-02-26,84,5,1,2815.0
2024-03-25,84,5,1,2815.0
2024-04-29,84,5,1,2815.0
2024-06-10,84,5,11,26715.0
2024-07-15,84,5,2,5630.0
2024-09-02,84,5,2,5630.0
2024-11-04,84,5,1,2815.0
2020-09-14,84,6,6,11982.0
2020-10-19,84,6,5,9985.0
2020-12-07,84,6,5,9985.0
2021-01-25,84,6,6,11982.0
2021-08-30,84,6,9,21582.0
2021-10-04,84,6,4,9356.0
2021-11-15,84,6,6,14388.0
2021-12-06,84,6,8,19184.0
2021-12-13,84,6,1,2303.0
2022-05-02,84,6,1,2559.0
2022-06-27,84,6,2,4796.0
2022-08-15,84,6,3,7194.0
2023-03-20,84,6,3,7695.0
2023-05-01,84,6,1,2750.0
2023-07-03,84,6,1,2533.0
2023-08-07,84,6,1,2815.0
2023-10-23,84,6,1,2600.0
2024-01-01,84,6,2,5130.0
2024-03-04,84,6,4,10510.0
2024-05-27,84,6,1,2815.0
2024-09-16,84,6,1,2815.0
2024-09-23,84,6,3,7695.0
2024-09-30,84,6,1,2750.0
2024-10-07,84,6,3,7695.0
2024-10-28,84,6,3,7695.0
2024-12-09,84,6,5,12825.0
2023-04-24,85,1,50,53311.94
2023-05-29,85,1,10,10468.41
2023-08-28,85,1,44,47759.9
2024-02-26,85,1,1,1100.23
2023-02-20,86,1,85,46383.5
2023-02-27,86,1,0,1026.61
2023-03-13,86,1,55,30964.18
2023-04-24,86,1,20,10905.83
2023-05-29,86,1,35,18737.99
2023-02-20,87,1,90,46877.46
2023-02-27,87,1,0,1077.5
2023-03-13,87,1,87,46751.23
2023-05-29,87,1,21,10731.27
2024-11-25,87,1,5,2465.16
2023-02-20,88,1,10,19117.19
2023-02-27,88,1,0,178.81
2023-05-08,88,1,47,87763.41
2023-09-18,88,1,20,37440.87
2022-11-07,88,2,1,2995.0
2023-03-27,88,2,5,14500.0
2023-10-30,88,2,1,2675.0
2023-12-04,88,2,1,2690.0
2024-03-04,88,2,1,2700.0
2024-06-17,88,2,1,2580.0
2024-07-08,88,2,1,2750.0
2024-07-29,88,2,1,2720.0
2024-08-19,88,2,2,5450.0
2024-09-02,88,2,1,2580.0
2024-09-16,88,2,1,2700.0
2024-10-14,88,2,5,11260.0
2024-11-04,88,2,1,2700.0
2024-11-11,88,2,1,2700.0
2024-12-16,88,2,1,2700.0
2022-12-19,88,3,1,3094.0
2023-09-11,88,3,1,2815.0
2020-03-23,88,4,1,2109.0
2022-01-10,88,4,1,2875.0
2022-10-10,88,4,2,6110.0
2023-03-27,88,4,2,5802.0
2023-04-24,88,4,2,6110.0
2023-05-08,88,4,1,2197.0
2023-05-22,88,4,5,11425.0
2023-07-17,88,4,2,6110.0
2023-09-04,88,4,1,3015.0
2023-09-11,88,4,1,2815.0
2023-10-16,88,4,3,8706.0
2024-01-08,88,4,1,2815.0
2024-04-22,88,4,3,8022.0
2024-06-10,88,4,2,5804.0
2024-07-15,88,4,1,2815.0
2024-09-30,88,4,2,5630.0
2024-11-18,88,4,2,5630.0
2022-10-10,88,5,2,5553.9
2023-05-22,88,5,5,11975.0
2023-07-31,88,5,5,11975.0
2023-08-28,88,5,2,5198.0
2023-10-23,88,5,6,14784.0
2023-11-20,88,5,5,11975.0
2024-01-29,88,5,6,14370.0
2024-05-20,88,5,1,2534.0
2024-08-26,88,5,1,2534.0
2024-09-02,88,5,7,17731.0
2024-12-02,88,5,4,10132.0
2021-04-26,88,6,1,2776.0
2023-03-06,88,6,1,3050.0
2023-04-03,88,6,1,3054.0
2023-07-31,88,6,1,2674.25
2024-07-08,88,6,1,2799.0
2024-07-15,88,6,1,2815.0
2024-09-09,88,6,1,2815.0
2024-10-21,88,6,1,2799.0
2024-11-25,88,6,3,8445.0
2024-12-02,88,6,3,8445.0
2023-08-28,89,1,52,38727.73
2023-09-18,89,1,10,6644.24
2023-11-27,89,1,16,11840.0
2024-01-22,89,1,46,34294.28
2024-02-26,89,1,38,28686.3
2024-04-15,89,1,44,35070.25
2024-04-22,89,1,14,11033.41
2023-07-31,90,1,3,2636.38
2023-11-27,90,1,21,20186.09
2024-04-22,90,1,25,25593.1
2024-08-26,90,1,70,72384.14
2024-09-16,90,1,90,90437.79
2024-10-21,90,1,30,31352.08
2021-10-18,90,2,1,990.0
2022-04-18,90,2,1,1100.0
2022-04-25,90,2,1,1065.0
2022-05-09,90,2,1,1065.0
2022-08-29,90,2,1,1170.0
2023-01-09,90,2,2,2240.0
2023-02-06,90,2,1,1110.0
2023-03-06,90,2,1,1115.0
2023-06-05,90,2,1,1110.0
2023-10-30,90,2,1,1115.0
2024-05-27,90,2,1,1100.0
2024-10-14,90,2,1,1350.0
2024-12-09,90,2,1,1250.0
2021-06-14,90,6,1,989.0
2022-03-14,90,6,1,1065.0
2023-02-20,91,1,55,87119.77
2023-02-27,91,1,0,906.86
2024-04-22,91,1,2,3187.16
2021-08-09,91,2,1,1050.0
2022-02-21,91,2,1,1100.0
2022-03-07,91,2,1,1100.0
2022-05-02,91,2,2,2340.0
2023-04-17,91,2,1,1250.0
2023-07-24,91,2,2,2380.0
2023-08-28,91,2,1,1210.0
2023-09-18,91,2,2,2560.0
2023-10-02,91,2,1,1190.0
2024-01-15,91,2,1,1250.0
2024-03-04,91,2,1,1290.0
2024-03-11,91,2,1,1200.0
2024-05-06,91,2,1,1290.0
2024-07-29,91,2,1,1360.0
2024-08-12,91,2,1,1270.0
2024-09-09,91,2,1,1225.0
2024-10-14,91,2,1,1220.0
2024-10-28,91,2,1,1350.0
2024-11-18,91,2,1,1240.0
2021-11-29,91,3,1,1195.0
2023-07-17,91,3,1,1200.0
2023-10-02,91,3,1,1200.0
2023-01-02,91,4,2,2390.0
2023-06-12,91,4,1,1315.0
2024-02-05,91,4,2,2710.0
2020-06-29,91,6,1,698.0
2020-09-28,91,6,1,898.0
2021-11-22,91,6,1,1098.0
2022-01-24,91,6,1,1195.0
2023-05-01,91,6,2,2630.0
2024-07-29,91,6,2,2312.0
2023-02-20,92,1,46,38587.55
2023-02-27,92,1,0,612.87
2023-09-18,92,1,6,4807.17
2024-07-22,92,1,61,52582.12
2024-08-26,92,1,40,34487.42
2024-09-16,92,1,100,83784.33
2024-10-21,92,1,75,65352.42
2024-11-18,92,1,40,35249.36
2024-11-25,92,1,3,3269.79
2021-07-12,92,2,5,3245.0
2021-08-02,92,2,3,2137.5
2021-08-23,92,2,1,720.0
2021-10-04,92,2,2,1500.0
2021-10-18,92,2,6,4494.0
2021-10-25,92,2,3,2250.0
2021-11-29,92,2,4,2852.0
2021-12-13,92,2,1,750.0
2022-02-21,92,2,1,749.0
2022-04-25,92,2,2,1500.0
2022-06-20,92,2,2,1400.0
2023-03-06,92,2,2,1520.0
2023-04-03,92,2,1,820.0
2023-04-24,92,2,2,1484.0
2023-10-16,92,2,1,890.0
2023-11-06,92,2,1,890.0
2023-12-18,92,2,4,3380.0
2024-06-10,92,2,1,850.0
2024-08-12,92,2,1,500.0
2024-09-09,92,2,1,820.0
2024-11-04,92,2,3,2450.0
2024-12-09,92,2,1,890.0
2021-10-18,92,4,2,1500.0
2022-01-31,92,4,2,1500.0
2023-08-28,92,4,2,1642.0
2023-09-25,92,4,2,1355.02
2023-09-18,93,1,40,45006.47
2023-11-27,93,1,10,11604.49
2024-01-22,93,1,25,29227.94
2024-02-26,93,1,20,23676.38
2024-04-15,93,1,9,11249.24
2024-04-22,93,1,8,9887.03
2024-09-16,93,1,30,39017.21
2022-12-19,93,2,2,3300.0
2023-02-20,94,1,19,1337.53
2023-02-27,94,1,0,191.11
2023-09-18,94,1,40,2646.04
2023-11-27,94,1,16,1064.0
2024-04-22,94,1,42,2974.54
2024-07-22,94,1,71,5444.19
2024-08-26,94,1,56,4294.92
2024-09-16,94,1,50,3726.49
2023-08-28,95,1,30,1715.74
2023-09-18,95,1,20,953.9
2023-11-27,95,1,12,681.9
2024-02-26,95,1,6,347.82
2024-04-15,95,1,6,367.24
2024-04-22,95,1,6,363.11
2024-09-16,95,1,20,1273.74
2023-02-20,96,1,22,2078.99
2023-02-27,96,1,0,223.54
2023-08-28,96,1,24,2635.42
2023-11-27,96,1,12,1309.28
2024-01-22,96,1,24,2638.12
2024-02-26,96,1,32,3561.72
2024-04-15,96,1,30,3525.55
2024-04-22,96,1,12,1394.38
2022-05-02,96,2,1,140.0
2022-08-08,96,2,3,450.0
2022-09-19,96,2,1,142.02
2023-05-29,96,2,9,1260.0
2023-07-10,96,2,2,320.0
2024-10-07,96,2,3,450.01
2022-04-25,96,4,30,3870.0
2022-06-06,96,4,1,240.85
2024-07-29,96,4,1,250.64
2023-11-20,96,5,5,736.4
2023-02-20,97,1,19,1089.88
2023-02-27,97,1,0,190.06
2024-01-22,97,1,3,208.08
2024-02-26,97,1,2,140.46
2024-04-15,97,1,3,222.46
2024-04-22,97,1,2,146.64
2024-07-22,97,1,30,2381.49
2024-08-26,97,1,15,1191.0
2024-09-16,97,1,10,771.58
2023-02-20,98,1,3,250.76
2023-02-27,98,1,0,30.35
2023-08-28,98,1,4,336.56
2023-11-27,98,1,2,167.2
2024-01-22,98,1,4,336.9
2024-02-26,98,1,8,682.28
2024-04-15,98,1,2,180.09
2024-07-22,98,1,15,1445.97
2024-08-26,98,1,5,482.09
2024-09-16,98,1,20,1873.92
2024-10-21,98,1,5,487.22
2024-11-18,98,1,10,985.48
2023-02-20,99,1,66,6127.74
2023-02-27,99,1,0,670.17
2024-09-16,99,1,15,1474.44
2021-11-29,100,2,6,4110.0
2021-12-20,100,2,1,790.0
2022-01-17,100,2,3,2490.0
2022-02-28,100,2,2,1570.0
2022-04-25,100,2,1,870.0
2022-06-13,100,2,1,800.0
2022-09-26,100,2,1,850.0
2023-03-27,100,2,1,915.0
2023-04-17,100,2,1,870.0
2023-11-06,100,2,5,4200.0
2023-11-27,100,2,1,850.0
2024-06-03,100,2,1,790.0
2020-02-10,100,3,20,9700.0
2020-04-06,100,3,10,5350.0
2020-05-25,100,3,9,4950.0
2020-06-29,100,3,6,3588.0
2020-07-27,100,3,3,1794.0
2020-08-03,100,3,5,2990.0
2020-09-07,100,3,8,5192.0
2020-11-02,100,3,1,649.0
2020-11-30,100,3,8,5192.0
2021-01-11,100,3,2,1418.0
2021-01-25,100,3,15,10635.0
2021-02-22,100,3,8,5672.0
2021-03-29,100,3,22,13090.0
2021-04-26,100,3,21,12495.0
2021-06-07,100,3,22,13090.0
2021-06-28,100,3,2,1492.0
2021-08-02,100,3,15,10635.0
2021-08-16,100,3,15,8925.0
