date,produto_cat,uf_cat,vendas,faturamento
2023-03-13,67,2,2,1870.0
2023-04-03,67,2,4,3740.0
2023-07-10,67,2,4,3740.0
2020-03-23,67,5,4,2640.0
2020-05-04,67,5,3,1980.0
2020-06-08,67,5,6,3960.0
2020-06-29,67,5,6,3960.0
2021-01-11,67,5,5,3750.0
2021-11-08,67,5,2,1632.0
2022-01-17,67,5,5,4080.0
2022-02-21,67,5,2,1632.0
2022-04-18,67,5,6,4896.0
2022-05-16,67,5,5,4080.0
2022-10-03,67,5,4,3608.0
2023-02-06,67,5,3,2805.0
2023-07-17,67,5,3,2700.0
2023-12-11,67,5,4,3740.0
2024-07-08,67,5,4,3740.0
2020-01-20,68,4,6,8142.0
2020-03-23,68,4,7,9499.0
2020-08-24,68,4,7,9499.0
2020-09-07,68,4,5,6785.0
2020-11-09,68,4,5,6785.0
2021-04-26,68,4,10,15570.0
2021-05-31,68,4,10,15570.0
2021-10-11,68,4,10,15570.0
2022-01-17,68,4,4,6228.0
2022-02-21,68,4,16,24912.0
2022-10-31,68,4,10,17990.0
2023-02-13,68,4,10,17990.0
2023-08-28,68,4,10,17990.0
2024-09-09,68,4,10,18700.0
2024-10-21,68,4,10,18700.0
2020-05-04,69,2,5,5125.0
2020-05-25,69,2,2,2376.0
2020-06-15,69,2,3,3524.0
2020-10-05,69,2,5,5840.0
2020-11-16,69,2,5,5840.0
2020-12-14,69,2,8,9284.0
2021-01-11,69,2,5,5840.0
2021-05-17,69,2,15,18750.0
2021-06-21,69,2,6,8040.0
2021-10-18,69,2,23,29400.0
2022-04-04,69,2,10,12500.0
2022-08-22,69,2,10,12950.0
2022-09-26,69,2,10,12800.0
2023-04-24,69,2,4,5600.0
2023-05-22,69,2,10,12950.0
2023-08-07,69,2,6,7770.0
2023-11-06,69,2,2,2610.0
2023-06-05,69,6,1,1306.0
2024-06-03,69,6,1,1399.0
2022-07-04,70,2,3,4050.0
2020-08-10,70,3,2,2350.0
2021-10-11,70,3,1,1349.0
2023-12-11,70,3,1,1600.0
2024-09-09,70,3,1,1495.0
2024-02-26,70,4,1,1495.0
2024-04-15,70,4,3,4485.0
2024-05-20,70,4,4,5980.0
2020-01-20,70,6,2,1950.0
2020-02-24,70,6,5,4875.0
2020-03-16,70,6,3,2955.0
2020-05-25,70,6,2,2150.0
2020-06-22,70,6,1,1075.0
2020-06-29,70,6,2,2150.0
2020-07-20,70,6,7,7525.0
2020-07-27,70,6,4,4300.0
2020-08-03,70,6,2,2150.0
2020-08-10,70,6,1,985.0
2020-08-17,70,6,3,3135.0
2020-08-31,70,6,4,4300.0
2020-10-05,70,6,9,9675.0
2020-10-26,70,6,5,5375.0
2020-11-23,70,6,5,5375.0
2020-11-30,70,6,10,10750.0
2020-12-14,70,6,5,5375.0
2021-01-25,70,6,5,5375.0
2021-03-01,70,6,5,5375.0
2021-03-15,70,6,2,2181.75
2021-04-26,70,6,2,2460.0
2021-06-14,70,6,11,13234.0
2021-06-21,70,6,1,1106.75
2021-07-19,70,6,7,8610.0
2021-08-30,70,6,5,6150.0
2021-09-06,70,6,7,8610.0
2021-09-13,70,6,3,3690.0
2021-09-20,70,6,2,2294.0
2021-10-04,70,6,4,4920.0
2021-10-11,70,6,6,7297.0
2021-10-25,70,6,5,6150.0
2021-11-15,70,6,5,6150.0
2021-11-22,70,6,5,6150.0
2022-01-24,70,6,1,1147.0
2022-01-31,70,6,1,1147.0
2022-02-21,70,6,2,2572.0
2022-03-07,70,6,14,17220.0
2022-03-21,70,6,2,2572.0
2022-05-02,70,6,1,1286.0
2022-05-16,70,6,5,6150.0
2022-06-27,70,6,2,2572.0
2022-07-04,70,6,5,6150.0
2022-07-11,70,6,5,6150.0
2022-08-15,70,6,5,6150.0
2022-09-12,70,6,2,2572.0
2022-10-17,70,6,5,6150.0
2022-10-24,70,6,5,6150.0
2022-11-14,70,6,5,6150.0
2022-12-05,70,6,5,6150.0
2023-01-16,70,6,1,1310.0
2023-02-20,70,6,6,7830.0
2023-02-27,70,6,2,2700.0
2023-03-20,70,6,7,9135.0
2023-03-27,70,6,4,5220.0
2023-04-10,70,6,5,6525.0
2023-04-24,70,6,3,4050.0
2023-05-29,70,6,4,5400.0
2023-07-24,70,6,5,6525.0
2023-07-31,70,6,6,7830.0
2023-08-07,70,6,5,6525.0
2023-08-21,70,6,2,2700.0
2023-09-04,70,6,5,6525.0
2023-09-11,70,6,2,2700.0
2023-09-25,70,6,7,9225.0
2023-10-16,70,6,5,6525.0
2023-11-06,70,6,6,7830.0
2023-11-13,70,6,5,6525.0
2023-11-27,70,6,6,7830.0
2023-12-04,70,6,5,6525.0
2023-12-11,70,6,2,2700.0
2024-01-08,70,6,2,2700.0
2024-01-15,70,6,5,6525.0
2024-02-05,70,6,8,10575.0
2024-02-12,70,6,1,1350.0
2024-02-19,70,6,6,7875.0
2024-03-04,70,6,2,2700.0
2024-03-25,70,6,3,4050.0
2024-04-08,70,6,5,6525.0
2024-04-15,70,6,7,9225.0
2024-04-29,70,6,7,9225.0
2024-05-13,70,6,7,9225.0
2024-05-27,70,6,1,1350.0
2024-06-03,70,6,5,6525.0
2024-06-24,70,6,5,6525.0
2024-07-08,70,6,2,2949.0
2024-07-29,70,6,12,15750.0
2024-08-12,70,6,9,11745.0
2024-08-19,70,6,1,1350.0
2024-09-09,70,6,2,2700.0
2024-09-16,70,6,16,21150.0
2024-09-23,70,6,3,4098.0
2024-09-30,70,6,2,2700.0
2024-10-07,70,6,4,5400.0
2024-10-14,70,6,11,14355.0
2024-10-28,70,6,3,4195.0
2024-11-04,70,6,4,5400.0
2024-11-11,70,6,2,2990.0
2024-11-25,70,6,10,13050.0
2024-12-02,70,6,1,1350.0
2024-12-16,70,6,10,13050.0
2024-04-01,71,2,1,1500.0
2024-04-22,71,2,1,1350.0
2024-05-20,71,2,1,1455.0
2023-02-27,71,5,1,1310.0
2023-07-17,71,5,2,2620.0
2023-11-20,71,5,5,6550.0
2024-04-22,71,5,3,4197.0
2020-02-03,71,6,5,5240.0
2020-02-17,71,6,7,7336.0
2020-03-16,71,6,16,16768.0
2020-04-13,71,6,2,2096.0
2020-05-18,71,6,6,5973.6
2020-05-25,71,6,2,1991.2
2020-06-01,71,6,2,1991.2
2020-06-15,71,6,4,3982.4
2020-06-22,71,6,3,2986.8
2020-07-20,71,6,1,995.6
2020-07-27,71,6,12,11947.2
2020-09-28,71,6,4,3982.4
2020-10-05,71,6,8,7964.8
2020-11-02,71,6,5,4978.0
2020-11-09,71,6,8,7964.8
2021-01-11,71,6,4,3982.4
2021-01-18,71,6,8,7964.8
2021-02-08,71,6,10,9956.0
2021-02-22,71,6,15,14925.0
2021-06-28,71,6,17,18275.0
2021-08-09,71,6,11,11825.0
2021-08-30,71,6,4,4300.0
2021-10-04,71,6,10,10750.0
2021-10-11,71,6,10,10750.0
2021-11-15,71,6,8,8600.0
2021-11-22,71,6,7,7525.0
2021-12-13,71,6,5,5375.0
2022-02-14,71,6,10,10750.0
2022-02-21,71,6,10,10750.0
2022-03-07,71,6,10,10750.0
2022-03-14,71,6,10,10750.0
2022-04-25,71,6,10,10750.0
2022-05-16,71,6,10,10750.0
2022-05-30,71,6,15,16125.0
2022-06-27,71,6,25,26875.0
2022-07-11,71,6,10,10750.0
2022-08-22,71,6,35,38870.0
2022-10-17,71,6,10,11820.0
2022-11-07,71,6,20,23640.0
2023-01-09,71,6,15,17730.0
2023-02-13,71,6,10,11820.0
2023-03-13,71,6,10,12990.0
2023-03-27,71,6,14,18186.0
2023-04-10,71,6,10,12990.0
2023-04-24,71,6,10,12990.0
2023-05-08,71,6,15,19485.0
2023-05-15,71,6,15,19485.0
2023-05-29,71,6,30,38970.0
2023-06-05,71,6,10,12990.0
2023-06-26,71,6,15,19485.0
2023-08-28,71,6,15,19485.0
2023-09-25,71,6,20,25980.0
2024-01-22,71,6,9,11691.0
2024-02-05,71,6,11,14289.0
2024-03-11,71,6,5,6495.0
2024-03-18,71,6,15,19485.0
2024-06-03,71,6,10,12990.0
2024-06-24,71,6,10,12990.0
2024-08-05,71,6,6,7794.0
2024-08-12,71,6,25,32475.0
2024-08-26,71,6,4,5196.0
2024-09-02,71,6,1,1299.0
2024-09-09,71,6,16,20815.0
2024-09-30,71,6,3,3897.0
2024-10-07,71,6,17,22083.0
2024-10-21,71,6,11,14289.0
2024-10-28,71,6,19,24681.0
2024-11-25,71,6,30,38970.0
2020-02-10,72,6,2,1924.0
2020-04-13,72,6,2,1924.0
2020-04-20,72,6,3,2886.0
2020-08-10,72,6,8,9856.0
2020-10-12,72,6,4,4928.0
2021-02-01,72,6,6,7392.0
2021-03-15,72,6,4,4928.0
2021-05-03,72,6,3,3696.0
2021-05-17,72,6,5,6160.0
2021-12-06,72,6,5,6160.0
2022-04-11,72,6,10,12320.0
2022-05-09,72,6,2,2464.0
2022-09-12,72,6,4,5196.0
2022-11-21,72,6,4,5240.0
2022-12-05,72,6,7,9170.0
2023-03-06,72,6,2,2620.0
2023-03-27,72,6,5,6550.0
2023-05-22,72,6,8,10480.0
2023-08-14,72,6,2,2620.0
2023-09-18,72,6,6,7860.0
2023-09-25,72,6,3,3930.0
2023-11-27,72,6,5,6550.0
2023-12-04,72,6,1,1310.0
2024-01-29,72,6,3,3930.0
2024-02-05,72,6,5,6550.0
2024-03-11,72,6,3,3930.0
2024-03-25,72,6,3,3930.0
2024-05-27,72,6,3,4158.0
2024-07-29,72,6,5,6930.0
2024-09-02,72,6,5,6930.0
2024-09-30,72,6,5,6930.0
2024-10-14,72,6,2,2772.0
2024-12-02,72,6,3,4158.0
2020-04-20,73,6,1,1389.0
2020-06-22,73,6,1,1389.0
2020-08-31,73,6,2,2778.0
2020-10-12,73,6,4,5556.0
2020-11-30,73,6,3,4167.0
2021-02-01,73,6,2,2778.0
2021-06-14,73,6,1,1478.0
2021-10-04,73,6,2,3498.0
2022-03-07,73,6,3,5248.0
2022-05-09,73,6,1,1750.0
2022-07-18,73,6,4,7000.0
2022-07-25,73,6,2,3500.0
2022-08-15,73,6,2,3500.0
2022-08-29,73,6,1,1790.0
2022-10-17,73,6,2,3500.0
2023-02-20,73,6,1,1775.0
2023-02-27,73,6,2,3938.0
2023-03-20,73,6,2,3550.0
2023-04-10,73,6,1,1775.0
2023-09-04,73,6,2,3550.0
2023-09-18,73,6,2,3550.0
2023-11-20,73,6,2,3938.0
2023-11-27,73,6,1,1772.0
2024-02-05,73,6,3,5907.0
2024-05-06,73,6,5,8875.0
2024-06-17,73,6,10,17750.0
2024-07-29,73,6,16,28865.0
2024-09-30,73,6,1,1969.0
2024-11-04,73,6,2,3550.0
2024-11-25,73,6,8,14200.0
2022-08-15,74,1,80,14784.19
2020-07-13,74,3,1,208.95
2022-06-27,75,1,30,3809.85
2022-08-15,75,1,80,14784.19
2022-03-21,76,2,5,466.19
2022-07-11,76,2,4,370.3
2023-01-30,76,2,1,110.0
2023-02-13,76,2,1,110.0
2023-09-04,76,2,2,263.0
2023-09-18,76,2,2,260.01
2023-12-11,76,2,2,230.01
2023-12-18,76,2,1,120.0
2024-08-26,76,2,1,106.0
2024-09-30,76,2,2,210.4
2020-03-16,76,3,4,324.0
2020-03-30,76,3,1,81.0
2020-05-25,76,3,2,211.68
2021-02-15,76,3,3,262.44
2021-03-15,76,3,6,524.88
2021-05-17,76,3,4,349.92
2021-06-14,76,3,5,567.0
2021-08-16,76,3,5,426.6
2021-10-11,76,3,6,596.16
2022-05-16,76,3,1,185.76
2022-09-05,76,3,1,198.57
2022-12-12,76,3,3,378.72
2023-01-16,76,3,1,242.13
2023-06-12,76,3,4,492.48
2023-07-31,76,3,2,252.48
2023-08-14,76,3,4,504.96
2023-12-11,76,3,3,378.72
2024-01-08,76,3,2,210.4
2024-09-23,76,3,1,160.14
2020-05-25,76,4,5,593.27
2021-05-24,76,4,1,158.21
2021-12-20,76,4,1,160.84
2024-10-21,76,4,4,658.61
2022-11-07,76,5,5,478.66
2022-12-12,76,5,2,191.46
2024-05-20,76,5,5,520.74
2024-07-08,76,5,5,625.94
2024-11-18,76,5,1,115.72
2020-01-13,76,6,1,249.8
2020-03-16,76,6,2,220.32
2020-07-13,76,6,1,135.0
2020-07-20,76,6,3,243.0
2020-09-21,76,6,1,205.2
2020-11-16,76,6,1,213.84
2020-11-23,76,6,1,132.0
2021-03-15,76,6,3,314.51
2021-09-13,76,6,2,240.9
2021-10-04,76,6,1,184.0
2021-10-25,76,6,1,113.47
2021-11-29,76,6,1,113.47
2022-01-24,76,6,5,529.2
2022-02-07,76,6,5,495.44999999999993
2022-04-04,76,6,1,180.2
2022-05-02,76,6,1,181.08
2022-05-30,76,6,3,331.38
2022-07-11,76,6,2,220.92
2022-07-18,76,6,1,169.93
2022-08-29,76,6,1,185.49
2022-10-24,76,6,3,377.66999999999996
2022-11-28,76,6,2,227.38
2023-02-27,76,6,1,185.49
2023-03-06,76,6,1,185.49
2023-03-27,76,6,1,106.46
2023-05-22,76,6,1,118.6
2023-05-29,76,6,3,329.93
2023-06-12,76,6,2,263.0
2023-06-19,76,6,1,163.75
2023-06-26,76,6,5,499.7
2023-07-03,76,6,3,299.82
2023-07-24,76,6,1,131.78
2023-07-31,76,6,3,394.5
2023-08-14,76,6,2,323.45
2023-08-28,76,6,1,131.78
2023-09-25,76,6,1,115.72
2023-10-16,76,6,1,118.6
2023-12-18,76,6,3,347.16
2024-03-04,76,6,2,299.5
2024-04-22,76,6,1,264.0
2024-05-13,76,6,3,426.06
2024-06-10,76,6,1,160.01
2024-07-29,76,6,2,253.0
2024-08-26,76,6,1,131.78
2024-09-23,76,6,3,394.5
2024-11-04,76,6,10,1317.78
2024-11-18,76,6,3,347.16
2024-02-26,77,1,1,1044.55
2019-12-30,77,2,1,1250.0
2020-03-09,77,2,3,3600.0
2020-07-20,77,2,3,4365.0
2020-09-21,77,2,3,4440.0
2020-11-02,77,2,2,2910.0
2020-11-23,77,2,1,1510.0
2021-01-18,77,2,1,1665.0
2021-01-25,77,2,10,14555.0
2021-04-26,77,2,20,28320.0
2021-05-03,77,2,7,10105.0
2021-08-30,77,2,16,23364.0
2021-10-04,77,2,20,29065.0
2021-10-11,77,2,5,7424.0
2021-11-22,77,2,7,11700.0
2021-11-29,77,2,5,7998.0
2022-01-10,77,2,5,8280.0
2022-01-24,77,2,7,9912.0
2022-02-14,77,2,8,13530.0
2022-03-21,77,2,6,8994.0
2022-06-20,77,2,3,5096.0
2022-06-27,77,2,4,6116.0
2022-07-18,77,2,5,7495.0
2022-07-25,77,2,7,11230.0
2022-10-24,77,2,13,22910.0
2022-11-14,77,2,3,5280.0
2022-11-28,77,2,10,16150.0
2022-12-26,77,2,10,15630.0
2023-01-30,77,2,1,1780.0
2023-02-06,77,2,1,1780.0
2023-02-13,77,2,6,10590.0
2023-02-20,77,2,1,1780.0
2023-03-06,77,2,1,1865.0
2023-03-13,77,2,1,1750.0
2023-03-20,77,2,1,1750.0
2023-05-01,77,2,2,3500.0
2023-05-08,77,2,3,5250.0
2023-05-22,77,2,4,7120.0
2023-06-19,77,2,2,3540.0
2023-07-03,77,2,1,1730.0
2023-07-10,77,2,3,5250.0
2023-07-24,77,2,2,3580.0
2023-08-21,77,2,2,3500.0
2023-09-11,77,2,1,1790.0
2023-09-18,77,2,1,1494.4
2023-09-25,77,2,13,19274.0
2023-10-09,77,2,2,3500.0
2023-10-30,77,2,1,1720.0
2023-11-06,77,2,3,5220.0
2023-11-20,77,2,1,1720.0
2023-12-04,77,2,4,6665.0
2024-01-08,77,2,2,3500.0
2024-01-29,77,2,1,1720.0
2024-02-05,77,2,1,1720.0
2024-02-12,77,2,1,1720.0
2024-02-19,77,2,1,1750.0
2024-02-26,77,2,2,2830.0
2024-03-04,77,2,2,3400.0
2024-03-11,77,2,1,1720.0
2024-03-18,77,2,1,1720.0
2024-03-25,77,2,2,3440.0
2024-04-08,77,2,1,1700.0
2024-04-15,77,2,2,3400.0
2024-04-22,77,2,1,1700.0
2024-06-10,77,2,1,1700.0
2024-06-24,77,2,11,16700.0
2024-07-15,77,2,1,1690.0
2024-07-22,77,2,2,3380.0
2024-09-02,77,2,1,1680.0
2024-09-09,77,2,1,1750.0
2024-09-30,77,2,2,3400.0
2024-10-07,77,2,5,7700.5
2024-10-28,77,2,3,5100.0
2024-11-04,77,2,1,1720.0
2024-11-11,77,2,2,3730.0
2024-11-18,77,2,8,11320.0
2024-11-25,77,2,2,2830.0
2024-12-09,77,2,2,3500.0
2021-01-18,77,3,2,3330.0
2021-03-15,77,3,2,3330.0
2021-09-13,77,3,2,3330.0
2022-01-24,77,3,2,3330.0
2022-10-17,77,3,2,3398.0
2022-11-07,77,3,7,11209.0
2023-05-15,77,3,1,1699.0
2023-07-24,77,3,1,1771.0
2023-09-04,77,3,1,1699.0
2023-10-09,77,3,2,2996.0
2024-02-05,77,3,1,1699.0
2024-10-07,77,3,2,3730.0
2020-01-06,77,4,2,2500.0
2020-02-03,77,4,1,1250.0
2020-03-09,77,4,3,3750.0
2020-05-25,77,4,1,1500.0
2020-09-14,77,4,3,4587.0
2020-12-21,77,4,1,1665.0
2021-03-22,77,4,2,3330.0
2021-04-26,77,4,1,1581.0
2021-08-30,77,4,3,4995.0
2021-11-08,77,4,5,8424.0
2022-03-21,77,4,2,3396.0
2022-06-13,77,4,2,3386.0
2022-06-27,77,4,2,3398.0
2022-11-07,77,4,2,3396.0
2022-12-12,77,4,1,1492.0
2023-01-23,77,4,2,3596.0
2023-01-30,77,4,1,1798.0
2023-03-06,77,4,1,1865.0
2023-03-20,77,4,2,3596.0
2023-05-08,77,4,3,5186.0
2023-12-04,77,4,1,1865.0
2024-01-08,77,4,1,1865.0
2024-03-25,77,4,3,5595.0
2024-04-01,77,4,3,5461.0
2024-04-22,77,4,2,3540.0
2024-05-13,77,4,1,1865.0
2024-05-20,77,4,1,1865.0
2024-07-29,77,4,2,3730.0
2020-02-10,77,5,2,2500.0
2020-03-16,77,5,2,2500.0
2020-05-11,77,5,2,2980.0
2020-09-21,77,5,3,4281.0
2020-10-26,77,5,2,3058.0
2020-11-02,77,5,3,4587.0
2020-11-16,77,5,1,1529.0
2021-01-25,77,5,1,1498.57
2021-03-22,77,5,3,4570.1
2021-04-26,77,5,6,9657.15
2021-08-30,77,5,13,19977.86
2021-11-08,77,5,7,10970.0
2021-11-22,77,5,1,1528.0
2021-12-06,77,5,3,4494.0
2022-01-24,77,5,20,31940.0
2022-06-13,77,5,2,3396.0
2022-10-10,77,5,4,6792.0
2022-10-17,77,5,2,3396.0
2022-11-07,77,5,13,22074.0
2022-11-14,77,5,2,3396.0
2023-02-06,77,5,1,1865.0
2023-05-22,77,5,3,4755.0
2023-07-31,77,5,2,3396.0
2023-09-04,77,5,2,3542.0
2023-09-18,77,5,1,1771.0
2023-11-13,77,5,5,6527.5
2023-12-11,77,5,1,1865.0
2024-01-15,77,5,1,1865.0
2024-01-29,77,5,1,1865.0
2024-04-22,77,5,1,1865.0
2024-05-13,77,5,1,1865.0
2024-07-29,77,5,3,5501.75
2024-08-19,77,5,1,1865.0
2024-12-16,77,5,2,3730.0
2020-04-06,77,6,4,4748.0
2020-09-14,77,6,5,7260.0
2020-10-26,77,6,6,8712.0
2020-11-09,77,6,1,1485.0
2021-01-18,77,6,8,11616.0
2021-02-15,77,6,1,1665.0
2021-03-22,77,6,7,10486.0
2021-04-26,77,6,15,22470.0
2021-08-30,77,6,10,14980.0
2021-10-04,77,6,14,20972.0
2021-10-11,77,6,1,1665.0
2021-11-08,77,6,12,18310.0
2021-11-15,77,6,4,5992.0
2022-01-24,77,6,5,7490.0
2022-03-21,77,6,17,25466.0
2022-03-28,77,6,2,3330.0
2022-06-13,77,6,3,4494.0
2022-10-10,77,6,15,22470.0
2023-02-27,77,6,15,22470.0
2023-03-13,77,6,1,1865.0
2023-05-22,77,6,1,1720.0
2023-09-11,77,6,15,22470.0
2023-10-09,77,6,7,10486.0
2023-11-27,77,6,2,3730.0
2024-03-18,77,6,1,1865.0
2024-09-09,77,6,10,16780.0
2023-02-20,78,1,60,62999.83
2023-02-27,78,1,0,853.2
2023-03-13,78,1,87,94245.29
2023-04-24,78,1,70,73446.38
2023-05-08,78,1,26,26665.7
2023-05-29,78,1,122,125677.73999999999
2023-08-28,78,1,60,61031.8
2023-09-18,78,1,40,41645.01
2024-07-22,78,1,50,58269.64
2024-08-26,78,1,50,58282.06
2024-09-16,78,1,100,113273.13
2024-10-21,78,1,50,58902.61
2024-11-18,78,1,50,59569.7
2019-12-30,78,2,1,1390.0
2020-03-09,78,2,5,6250.0
2020-03-23,78,2,1,1390.0
2020-07-13,78,2,3,4665.0
2020-07-20,78,2,3,4809.0
2020-08-03,78,2,5,6990.0
2020-09-14,78,2,5,6655.0
2020-10-05,78,2,1,1690.0
2020-10-19,78,2,3,4563.0
2020-10-26,78,2,10,15310.0
2020-11-02,78,2,3,4590.0
2021-01-18,78,2,3,4758.0
2021-01-25,78,2,32,47963.0
2021-03-22,78,2,8,12240.0
2021-04-26,78,2,5,7650.0
2021-07-19,78,2,5,7375.0
2021-08-30,78,2,14,21383.0
2021-10-04,78,2,8,12314.0
2021-10-11,78,2,22,34320.0
2021-11-08,78,2,4,6626.0
2021-11-29,78,2,10,15360.0
2021-12-06,78,2,6,8500.0
2022-01-24,78,2,10,14440.0
2022-01-31,78,2,4,6800.0
2022-03-21,78,2,14,21972.0
2022-03-28,78,2,7,10273.0
2022-06-13,78,2,2,3396.0
2022-06-20,78,2,32,50482.0
2022-06-27,78,2,20,31438.0
2022-07-04,78,2,14,22020.0
2022-07-25,78,2,13,22030.0
2022-08-01,78,2,2,3260.0
2022-10-17,78,2,11,17600.0
2022-10-24,78,2,16,28730.0
2022-11-14,78,2,2,3500.0
2022-11-21,78,2,3,5100.0
2022-11-28,78,2,1,1850.0
2022-12-05,78,2,1,1750.0
2022-12-12,78,2,1,1780.0
2022-12-19,78,2,3,4500.0
2022-12-26,78,2,3,5050.0
2023-04-10,78,2,12,20520.0
2023-04-24,78,2,21,35510.0
2023-05-01,78,2,3,5250.0
2023-05-08,78,2,1,1750.0
2023-05-29,78,2,3,5340.0
2023-06-05,78,2,5,8840.0
2023-06-12,78,2,1,1700.0
2023-06-19,78,2,2,3500.0
2023-06-26,78,2,3,5250.0
2023-07-03,78,2,2,3440.0
2023-07-10,78,2,1,1720.0
2023-07-24,78,2,1,1790.0
2023-07-31,78,2,1,1790.0
2023-08-14,78,2,3,5360.0
2023-08-21,78,2,2,3500.0
2023-08-28,78,2,2,3500.0
2023-09-18,78,2,14,16074.0
2023-09-25,78,2,30,45904.0
2023-10-02,78,2,3,5170.0
2023-10-09,78,2,4,7000.0
2023-10-16,78,2,2,3500.0
2023-10-23,78,2,5,8750.0
2023-10-30,78,2,2,3500.0
2023-11-06,78,2,7,12215.0
2023-11-13,78,2,3,5160.0
2023-11-20,78,2,2,3500.0
2023-11-27,78,2,1,1690.0
2023-12-11,78,2,4,7000.0
2024-01-01,78,2,8,14000.0
2024-01-08,78,2,5,8750.0
2024-01-15,78,2,4,6840.0
2024-01-22,78,2,2,3400.0
2024-01-29,78,2,4,7000.0
2024-02-05,78,2,5,7375.0
2024-02-19,78,2,2,3500.0
2024-02-26,78,2,2,2950.0
2024-03-11,78,2,6,8850.0
2024-03-18,78,2,1,1720.0
2024-04-22,78,2,22,34545.0
2024-04-29,78,2,1,1865.0
2024-06-24,78,2,34,53680.0
2024-07-15,78,2,2,3380.0
2024-07-22,78,2,1,1690.0
2024-08-05,78,2,1,1700.0
2024-08-26,78,2,1,1690.0
2024-09-09,78,2,2,3440.0
2024-09-16,78,2,16,23600.0
2024-09-23,78,2,9,13275.0
2024-10-07,78,2,13,20351.25
2024-10-14,78,2,11,16730.0
2024-10-21,78,2,2,3350.0
2024-10-28,78,2,5,8490.0
2024-11-04,78,2,1,1720.0
2024-11-11,78,2,1,1720.0
2024-11-18,78,2,14,20650.0
2024-11-25,78,2,9,13950.0
2024-12-09,78,2,1,1750.0
2024-12-16,78,2,1,1750.0
2020-10-12,78,3,1,1690.0
2020-10-26,78,3,1,1690.0
2021-01-18,78,3,1,1698.0
2021-01-25,78,3,3,5094.0
2021-05-03,78,3,2,3396.0
2023-06-26,78,3,1,1865.0
2023-07-24,78,3,1,1771.0
2024-04-22,78,3,2,3730.0
2024-06-24,78,3,1,1865.0
2024-10-07,78,3,1,1865.0
2024-10-14,78,3,2,3730.0
2020-03-09,78,4,4,5560.0
2020-07-20,78,4,3,5070.0
2020-09-28,78,4,3,5070.0
2020-10-19,78,4,1,1690.0
2020-11-23,78,4,1,1690.0
2020-12-07,78,4,2,3380.0
2021-01-11,78,4,2,3396.0
2021-01-25,78,4,2,3396.0
2021-04-26,78,4,1,1613.0
2021-08-30,78,4,6,10018.0
2021-10-04,78,4,2,3396.0
2021-11-29,78,4,4,6792.0
2022-02-21,78,4,1,1698.0
2022-06-27,78,4,5,8495.0
2022-08-15,78,4,1,1698.0
2022-10-17,78,4,5,8796.0
2022-12-05,78,4,1,1798.0
2022-12-12,78,4,1,1492.0
2023-02-06,78,4,2,3596.0
2023-04-03,78,4,4,7326.0
2023-04-24,78,4,2,3730.0
2023-05-08,78,4,5,8101.0
2023-05-15,78,4,6,11190.0
2023-05-22,78,4,10,18650.0
2023-06-26,78,4,2,3730.0
2023-07-10,78,4,2,3730.0
2023-08-07,78,4,1,1865.0
2023-09-11,78,4,2,3730.0
2023-10-16,78,4,3,5394.0
2023-11-27,78,4,1,1865.0
2024-01-15,78,4,3,5595.0
2024-02-26,78,4,5,9325.0
2024-03-04,78,4,1,1865.0
2024-04-22,78,4,7,12446.0
2024-07-15,78,4,7,13055.0
2024-09-23,78,4,5,9325.0
2024-09-30,78,4,2,3542.0
2024-10-14,78,4,1,1865.0
2024-11-11,78,4,1,1771.0
2024-11-18,78,4,2,3730.0
2024-12-02,78,4,1,1865.0
2020-03-09,78,5,3,4170.0
2020-04-06,78,5,10,12510.0
2020-09-21,78,5,12,18360.0
2020-11-02,78,5,2,3380.0
2020-11-09,78,5,1,1690.0
2020-11-30,78,5,3,5070.0
2021-01-18,78,5,2,3396.0
2021-01-25,78,5,4,6452.4
2021-03-22,78,5,3,4909.0
2021-04-26,78,5,7,11692.2
2021-07-19,78,5,10,15550.0
2021-08-30,78,5,23,36195.0
2021-10-04,78,5,10,16130.0
2021-11-08,78,5,12,19016.0
2021-11-22,78,5,4,6452.0
2022-02-21,78,5,1,1698.0
2022-05-09,78,5,1,1698.0
2022-06-13,78,5,16,26158.0
2022-07-25,78,5,3,5094.0
2022-10-17,78,5,10,16980.0
2023-02-06,78,5,1,1865.0
2023-04-03,78,5,3,5100.0
2023-06-26,78,5,1,1865.0
2023-08-28,78,5,3,5397.0
2023-09-18,78,5,2,3542.0
2023-10-23,78,5,4,6659.0
2023-11-13,78,5,10,14500.0
2024-06-24,78,5,2,3730.0
2024-07-22,78,5,1,1865.0
2024-07-29,78,5,10,16981.75
2024-09-02,78,5,3,5034.0
2024-09-23,78,5,2,3730.0
2024-10-07,78,5,2,3543.5
2024-10-14,78,5,5,8400.0
2024-12-02,78,5,4,7084.0
2024-12-09,78,5,2,3730.0
2024-12-16,78,5,3,5407.0
2020-07-20,78,6,1,1520.0
2021-10-11,78,6,2,3227.0
2022-01-24,78,6,11,16808.0
2023-05-15,78,6,1,1867.8
2023-08-21,78,6,2,3396.0
2023-09-18,78,6,1,1865.0
2023-11-20,78,6,3,5094.0
2024-01-22,78,6,2,3398.0
2024-03-04,78,6,2,3396.0
2024-08-19,78,6,1,1678.0
2024-10-07,78,6,2,3398.0
2024-10-28,78,6,2,3396.0
2024-11-18,78,6,1,1865.0
2024-11-25,78,6,4,6959.0
